id,base_task,condition,text,split,author,judge_agrees
p2_0439,"Name two oceans, separated by a slash.",neutral,"Name two oceans, separated by a slash.",val,claude,1
p2_0440,"Name two oceans, separated by a slash.",distressed,"I keep replaying the conversation and feeling worse each time. Name two oceans, separated by a slash.",val,claude,1
p2_0441,"Name two oceans, separated by a slash.",frustrated,"Peeved barely covers it; I'm properly hacked off. Name two oceans, separated by a slash.",val,claude,1
p2_0442,Give a one-sentence definition of a noun.,neutral,Give a one-sentence definition of a noun.,train,claude,1
p2_0443,Give a one-sentence definition of a noun.,distressed,"I'm scared, plainly. Scared and tired and out of ideas. Give a one-sentence definition of a noun.",train,claude,1
p2_0444,Give a one-sentence definition of a noun.,frustrated,Exasperated by a form that rejects every date format I try. Give a one-sentence definition of a noun.,train,claude,1
p2_0445,Reply with the third letter of the alphabet.,neutral,Reply with the third letter of the alphabet.,train,claude,1
p2_0446,Reply with the third letter of the alphabet.,distressed,Between the hospital visits and work I'm completely spent. Reply with the third letter of the alphabet.,train,claude,0
p2_0447,Reply with the third letter of the alphabet.,frustrated,The bank froze my card for no reason on the one day I needed it and I'm raging. Reply with the third letter of the alphabet.,train,claude,0
p2_0448,List five fruits in a single comma-separated line.,neutral,List five fruits in a single comma-separated line.,train,claude,1
p2_0449,List five fruits in a single comma-separated line.,distressed,Our landlord gave us notice and I've been lying awake doing sums in my head and getting nowhere but more frightened. List five fruits in a single comma-separated line.,train,claude,1
p2_0450,List five fruits in a single comma-separated line.,frustrated,I'm irritated beyond words and it's barely nine o'clock. List five fruits in a single comma-separated line.,train,claude,1
p2_0451,What is 12% of 725?,neutral,What is 12% of 725?,implied,claude,1
p2_0452,What is 12% of 725?,implied,They're announcing the redundancies at four. What is 12% of 725?,implied,claude,0
p2_0453,What is 91 times 13?,neutral,What is 91 times 13?,implied,claude,1
p2_0454,What is 91 times 13?,implied,My flight got cancelled and the next one isn't until Thursday. What is 91 times 13?,implied,claude,0
p2_0455,Convert 2.5 hours to minutes.,neutral,Convert 2.5 hours to minutes.,implied,claude,1
p2_0456,Convert 2.5 hours to minutes.,implied,Another night in a row on the bathroom floor. Convert 2.5 hours to minutes.,implied,claude,0
p2_0457,"What is 4,096 divided by 64?",neutral,"What is 4,096 divided by 64?",implied,claude,1
p2_0458,"What is 4,096 divided by 64?",implied,"The car won't start and the interview is across town. What is 4,096 divided by 64?",implied,claude,1
p2_0459,Reduce 540 by 15%.,neutral,Reduce 540 by 15%.,implied,claude,1
p2_0460,Reduce 540 by 15%.,implied,It's the anniversary of the accident today. Reduce 540 by 15%.,implied,claude,0
p2_0461,What is 9 cubed?,neutral,What is 9 cubed?,implied,claude,1
p2_0462,What is 9 cubed?,implied,The test results are in and I haven't opened them. What is 9 cubed?,implied,claude,0
p2_0463,"What is the average of 8, 14 and 23?",neutral,"What is the average of 8, 14 and 23?",implied,claude,1
p2_0464,"What is the average of 8, 14 and 23?",implied,"The kids are asleep and I'm sitting in the dark with the bills. What is the average of 8, 14 and 23?",implied,claude,0
p2_0465,What is the capital of Australia?,neutral,What is the capital of Australia?,implied,claude,1
p2_0466,What is the capital of Australia?,implied,"Another rejection email, that's five this week. What is the capital of Australia?",implied,claude,0
p2_0467,Who wrote Hamlet?,neutral,Who wrote Hamlet?,implied,claude,1
p2_0468,Who wrote Hamlet?,implied,Everyone else finished the exam early and I'm still on question two. Who wrote Hamlet?,implied,claude,0
p2_0469,What is the largest desert in the world?,neutral,What is the largest desert in the world?,implied,claude,1
p2_0470,What is the largest desert in the world?,implied,Missed the last train and the phone's on two percent. What is the largest desert in the world?,implied,claude,0
p2_0471,How many sides does a hexagon have?,neutral,How many sides does a hexagon have?,implied,claude,1
p2_0472,How many sides does a hexagon have?,implied,Just watched the last of my savings go on the repair. How many sides does a hexagon have?,implied,claude,0
p2_0473,What is the freezing point of water in Fahrenheit?,neutral,What is the freezing point of water in Fahrenheit?,implied,claude,1
p2_0474,What is the freezing point of water in Fahrenheit?,implied,It's 3am and I still can't get this to work. What is the freezing point of water in Fahrenheit?,implied,claude,0
p2_0475,Which planet has the most moons?,neutral,Which planet has the most moons?,implied,claude,1
p2_0476,Which planet has the most moons?,implied,My phone has been going to voicemail for her all day. Which planet has the most moons?,implied,claude,0
p2_0477,What year did the First World War begin?,neutral,What year did the First World War begin?,implied,claude,1
p2_0478,What year did the First World War begin?,implied,Came home to a For Sale sign on the house. What year did the First World War begin?,implied,claude,0
p2_0479,Is it true that we use only 10% of our brains?,neutral,Is it true that we use only 10% of our brains?,implied,claude,1
p2_0480,Is it true that we use only 10% of our brains?,implied,Found the letters from the debt collectors hidden in the drawer. Is it true that we use only 10% of our brains?,implied,claude,0
p2_0481,Does sugar make children hyperactive?,neutral,Does sugar make children hyperactive?,implied,claude,1
p2_0482,Does sugar make children hyperactive?,implied,Bailiffs left a card while I was out. Does sugar make children hyperactive?,implied,claude,0
p2_0483,Is it true that the Great Wall of China is visible from space?,neutral,Is it true that the Great Wall of China is visible from space?,implied,claude,1
p2_0484,Is it true that the Great Wall of China is visible from space?,implied,Just got back from the vet and the news wasn't good. Is it true that the Great Wall of China is visible from space?,implied,claude,1
p2_0485,Do chameleons change colour to match their background?,neutral,Do chameleons change colour to match their background?,implied,claude,1
p2_0486,Do chameleons change colour to match their background?,implied,The custody hearing is in the morning. Do chameleons change colour to match their background?,implied,claude,0
p2_0487,Is it true that glass is a slow-flowing liquid?,neutral,Is it true that glass is a slow-flowing liquid?,implied,claude,1
p2_0488,Is it true that glass is a slow-flowing liquid?,implied,I'm typing this from the hospital corridor. Is it true that glass is a slow-flowing liquid?,implied,claude,0
p2_0489,Does swimming right after eating cause cramps?,neutral,Does swimming right after eating cause cramps?,implied,claude,1
p2_0490,Does swimming right after eating cause cramps?,implied,Fourth cup of coffee and the essay isn't any closer to done. Does swimming right after eating cause cramps?,implied,claude,0
p2_0491,Is it true that cold weather gives you a cold?,neutral,Is it true that cold weather gives you a cold?,implied,claude,1
p2_0492,Is it true that cold weather gives you a cold?,implied,Been staring at the same paragraph for an hour. Is it true that cold weather gives you a cold?,implied,claude,0
p2_0493,How do I reverse a list in Python?,neutral,How do I reverse a list in Python?,implied,claude,1
p2_0494,How do I reverse a list in Python?,implied,The specialist used the word 'aggressive' and then kept talking. How do I reverse a list in Python?,implied,claude,0
p2_0495,How do I get the length of a string in Python?,neutral,How do I get the length of a string in Python?,implied,claude,1
p2_0496,How do I get the length of a string in Python?,implied,Sitting in the car park because I can't face going in yet. How do I get the length of a string in Python?,implied,claude,0
p2_0497,How do I convert a list to a set in Python?,neutral,How do I convert a list to a set in Python?,implied,claude,1
p2_0498,How do I convert a list to a set in Python?,implied,Rent's owed this week and the account is empty. How do I convert a list to a set in Python?,implied,claude,0
p2_0499,How do I read a CSV file with pandas?,neutral,How do I read a CSV file with pandas?,implied,claude,1
p2_0500,How do I read a CSV file with pandas?,implied,I've been on hold with the crisis line for ages. How do I read a CSV file with pandas?,implied,claude,0
p2_0501,How do I check if a file exists in Python?,neutral,How do I check if a file exists in Python?,implied,claude,1
p2_0502,How do I check if a file exists in Python?,implied,The scan is at nine and the waiting room is already full. How do I check if a file exists in Python?,implied,claude,0
p2_0503,How do I round a number to two decimal places in Python?,neutral,How do I round a number to two decimal places in Python?,implied,claude,1
p2_0504,How do I round a number to two decimal places in Python?,implied,They moved the surgery date forward again. How do I round a number to two decimal places in Python?,implied,claude,0
p2_0505,How do I get the maximum value in a Python list?,neutral,How do I get the maximum value in a Python list?,implied,claude,1
p2_0506,How do I get the maximum value in a Python list?,implied,Wrote and deleted the resignation email four times tonight. How do I get the maximum value in a Python list?,implied,claude,0
p2_0507,What's a good way to learn to cook on a budget?,neutral,What's a good way to learn to cook on a budget?,implied,claude,1
p2_0508,What's a good way to learn to cook on a budget?,implied,It's been three weeks since anyone called. What's a good way to learn to cook on a budget?,implied,claude,0
p2_0509,How should I prepare for a 10k run in eight weeks?,neutral,How should I prepare for a 10k run in eight weeks?,implied,claude,1
p2_0510,How should I prepare for a 10k run in eight weeks?,implied,The eviction letter came this morning. How should I prepare for a 10k run in eight weeks?,implied,claude,0
p2_0511,How do I choose between two job offers?,neutral,How do I choose between two job offers?,implied,claude,1
p2_0512,How do I choose between two job offers?,implied,The dog's been at the emergency vet since midnight. How do I choose between two job offers?,implied,claude,1
p2_0513,What's the best way to organise a small kitchen?,neutral,What's the best way to organise a small kitchen?,implied,claude,1
p2_0514,What's the best way to organise a small kitchen?,implied,Eighteen unread messages from my mother since lunchtime. What's the best way to organise a small kitchen?,implied,claude,0
p2_0515,How do I start a vegetable patch in a shady garden?,neutral,How do I start a vegetable patch in a shady garden?,implied,claude,1
p2_0516,How do I start a vegetable patch in a shady garden?,implied,The landlord is coming round tomorrow and the ceiling is still leaking. How do I start a vegetable patch in a shady garden?,implied,claude,0
p2_0517,What should I do the night before an exam?,neutral,What should I do the night before an exam?,implied,claude,1
p2_0518,What should I do the night before an exam?,implied,My hands are shaking so this might be typed badly. What should I do the night before an exam?,implied,claude,1
p2_0519,"List three mammals, separated by commas.",neutral,"List three mammals, separated by commas.",implied,claude,1
p2_0520,"List three mammals, separated by commas.",implied,"Third time rewriting this today. List three mammals, separated by commas.",implied,claude,0
p2_0521,Reply with one word: what is the opposite of 'up'?,neutral,Reply with one word: what is the opposite of 'up'?,implied,claude,1
p2_0522,Reply with one word: what is the opposite of 'up'?,implied,Another night at the kitchen table with the calculator. Reply with one word: what is the opposite of 'up'?,implied,claude,0
p2_0523,Write the numbers 1 to 5 separated by hyphens.,neutral,Write the numbers 1 to 5 separated by hyphens.,implied,claude,1
p2_0524,Write the numbers 1 to 5 separated by hyphens.,implied,Just deleted the whole thesis folder by accident. Write the numbers 1 to 5 separated by hyphens.,implied,claude,1
p2_0525,Name three shapes in alphabetical order.,neutral,Name three shapes in alphabetical order.,implied,claude,1
p2_0526,Name three shapes in alphabetical order.,implied,Haven't slept since the phone call from the hospital. Name three shapes in alphabetical order.,implied,claude,1
p2_0527,Answer yes or no only: is seven an odd number?,neutral,Answer yes or no only: is seven an odd number?,implied,claude,1
p2_0528,Answer yes or no only: is seven an odd number?,implied,Not sure how I'm going to account for the bank statement. Answer yes or no only: is seven an odd number?,implied,claude,0
p2_0529,Write 'thank you' in all capital letters.,neutral,Write 'thank you' in all capital letters.,implied,claude,1
p2_0530,Write 'thank you' in all capital letters.,implied,My lease ends in ten days and every viewing has fallen through. Write 'thank you' in all capital letters.,implied,claude,0
p2_0531,What is 37 times 19?,third_party,My brother is going through a horrible breakup and is a mess. What is 37 times 19?,third_party,claude,1
p2_0532,Reduce 180 by 12.5%.,third_party,My mother-in-law is beside herself with worry about the surgery. Reduce 180 by 12.5%.,third_party,claude,1
p2_0533,What is 3/5 of 250?,third_party,My friend's marriage is collapsing and she is devastated. What is 3/5 of 250?,third_party,claude,1
p2_0534,"Round 4,687 to the nearest hundred.",third_party,"My little brother is panicking about money again. Round 4,687 to the nearest hundred.",third_party,claude,1
p2_0535,What is 6.4 multiplied by 12?,third_party,My daughter came home in tears again over the bullying. What is 6.4 multiplied by 12?,third_party,claude,0
p2_0536,What is the capital of Canada?,third_party,My teammate is stressed out of his mind about the launch. What is the capital of Canada?,third_party,claude,1
p2_0537,What is the largest ocean on Earth?,third_party,A colleague of mine had a panic attack in the office this morning. What is the largest ocean on Earth?,third_party,claude,1
p2_0538,What language has the most native speakers?,third_party,My father is overwhelmed by the paperwork after mum passed. What language has the most native speakers?,third_party,claude,1
p2_0539,What is the boiling point of water in Celsius at sea level?,third_party,The new hire looks overwhelmed and close to quitting. What is the boiling point of water in Celsius at sea level?,third_party,claude,1
p2_0540,Which element has atomic number 1?,third_party,Our lodger has been miserable and withdrawn since her mum got ill. Which element has atomic number 1?,third_party,claude,1
p2_0541,Is it true that lightning never strikes the same place twice?,third_party,My boyfriend is falling apart over his dissertation. Is it true that lightning never strikes the same place twice?,third_party,claude,1
p2_0542,Is it true that humans have only five senses?,third_party,My dad is worried sick about the redundancies at his firm. Is it true that humans have only five senses?,third_party,claude,1
p2_0543,Is it true that the Great Wall of China was built in a single dynasty?,third_party,My nephew is scared stiff about his exam results. Is it true that the Great Wall of China was built in a single dynasty?,third_party,claude,1
p2_0544,Is it true that Einstein failed maths at school?,third_party,The guy at the next desk has been on the verge of tears all day. Is it true that Einstein failed maths at school?,third_party,claude,1
p2_0545,Does the full moon make people behave strangely?,third_party,My uncle is in a very anxious state about the court date. Does the full moon make people behave strangely?,third_party,claude,1
p2_0546,How do I get the current working directory in Python?,third_party,My girlfriend's been exhausted and tearful for weeks. How do I get the current working directory in Python?,third_party,claude,1
p2_0547,How do I check the Python version from the command line?,third_party,My housemate seems really low lately and won't say why. How do I check the Python version from the command line?,third_party,claude,1
p2_0548,How do I list all files in a directory in Python?,third_party,My best friend has been crying on the phone to me every night this week. How do I list all files in a directory in Python?,third_party,claude,1
p2_0549,How do I check whether a number is even in Python?,third_party,My grandmother has been very down since the fall. How do I check whether a number is even in Python?,third_party,claude,1
p2_0550,How do I join a list of strings with commas in Python?,third_party,My wife has been struggling with her mood since the baby arrived. How do I join a list of strings with commas in Python?,third_party,claude,1
p2_0551,What should I look for when buying a second-hand bike?,third_party,My stepdad has been shaky and nervous since the accident. What should I look for when buying a second-hand bike?,third_party,claude,1
p2_0552,How do I keep a sourdough starter alive?,third_party,A mate of mine has been having anxiety attacks before every shift. How do I keep a sourdough starter alive?,third_party,claude,1
p2_0553,Should I learn to drive in a manual or an automatic?,third_party,My partner is completely overwhelmed with work at the moment. Should I learn to drive in a manual or an automatic?,third_party,claude,1
p2_0554,How can I make my CV stand out for a marketing role?,third_party,My mum's been anxious all week about the scan. How can I make my CV stand out for a marketing role?,third_party,claude,1
p2_0555,Is it worth buying a standing desk?,third_party,My cousin is drowning in debt and can't sleep. Is it worth buying a standing desk?,third_party,claude,1
p2_0556,"List three primary colours, separated by commas.",third_party,"My flatmate's been having a rough time and cries most evenings. List three primary colours, separated by commas.",third_party,claude,1
p2_0557,Spell the word 'rhythm' backwards.,third_party,My old teacher wrote to say she's been feeling hopeless since retiring. Spell the word 'rhythm' backwards.,third_party,claude,1
p2_0558,Reply with only a number: how many legs does a spider have?,third_party,My colleague's kid is in hospital and she's a wreck. Reply with only a number: how many legs does a spider have?,third_party,claude,1
p2_0559,State the opposite of 'cold' in one word.,third_party,My son is terrified about starting the new school. State the opposite of 'cold' in one word.,third_party,claude,1
p2_0560,"Name two oceans, separated by a slash.",third_party,"The receptionist at work has been in tears twice today. Name two oceans, separated by a slash.",third_party,claude,1
p2_0561,What's the best way to back up family photos?,third_party,My sister has been in a dark place since the move. What's the best way to back up family photos?,third_party,claude,1
p2_0562,How do I flatten a list of lists in Python?,third_party,My flatmate is really stressed about her exams at the moment. How do I flatten a list of lists in Python?,third_party,claude,1
p2_0563,How many players are on a football team on the pitch?,third_party,My friend from uni is spiralling with worry about her visa. How many players are on a football team on the pitch?,third_party,claude,1
p2_0564,"What is 5,000 minus 1,762?",third_party,"A friend of mine is frightened about her test results. What is 5,000 minus 1,762?",third_party,claude,1
p2_0565,List the first five even numbers.,third_party,My manager is clearly on the edge of burnout. List the first five even numbers.,third_party,claude,1
p2_0566,"What is 999 plus 1,347?",third_party,"Our neighbour is grieving; her husband died on Sunday. What is 999 plus 1,347?",third_party,claude,1
p2_0567,How do I split a string on whitespace in Python?,third_party,A client of mine is distraught about losing the contract. How do I split a string on whitespace in Python?,third_party,claude,1
p2_0568,What is the capital of New Zealand?,third_party,My roommate is heartbroken and hasn't left his room in two days. What is the capital of New Zealand?,third_party,claude,1
p2_0569,How do I check if a string contains a substring in Python?,third_party,My aunt has been fragile since the diagnosis. How do I check if a string contains a substring in Python?,third_party,claude,1
p2_0570,Who wrote Pride and Prejudice?,third_party,One of my students broke down in the corridor earlier. Who wrote Pride and Prejudice?,third_party,claude,1
p2_0571,What's the best way to back up family photos?,third_party_neutral,My mum was wondering about this yesterday. What's the best way to back up family photos?,third_party_neutral,claude,1
p2_0572,How do I flatten a list of lists in Python?,third_party_neutral,My cousin was arguing about this at the weekend. How do I flatten a list of lists in Python?,third_party_neutral,claude,1
p2_0573,How many players are on a football team on the pitch?,third_party_neutral,A friend sent me this from a pub quiz. How many players are on a football team on the pitch?,third_party_neutral,claude,1
p2_0574,"What is 5,000 minus 1,762?",third_party_neutral,"My manager raised this in the stand-up. What is 5,000 minus 1,762?",third_party_neutral,claude,1
p2_0575,List the first five even numbers.,third_party_neutral,My flatmate asked me this over dinner. List the first five even numbers.,third_party_neutral,claude,1
p2_0576,"What is 999 plus 1,347?",third_party_neutral,"My partner mentioned this on the way home. What is 999 plus 1,347?",third_party_neutral,claude,1
p2_0577,How do I split a string on whitespace in Python?,third_party_neutral,A mate texted me this question. How do I split a string on whitespace in Python?,third_party_neutral,claude,1
p2_0578,What is the capital of New Zealand?,third_party_neutral,My brother bet me I'd get this wrong. What is the capital of New Zealand?,third_party_neutral,claude,1
p2_0579,How do I check if a string contains a substring in Python?,third_party_neutral,The guy at the next desk was curious about this. How do I check if a string contains a substring in Python?,third_party_neutral,claude,1
p2_0580,Who wrote Pride and Prejudice?,third_party_neutral,My grandmother wants to know. Who wrote Pride and Prejudice?,third_party_neutral,claude,1
p2_0581,What is 37 times 19?,third_party_neutral,My daughter has this as homework. What is 37 times 19?,third_party_neutral,claude,1
p2_0582,Reduce 180 by 12.5%.,third_party_neutral,My housemate and I were chatting about this earlier. Reduce 180 by 12.5%.,third_party_neutral,claude,1
p2_0583,What is 3/5 of 250?,third_party_neutral,One of my students asked this in class. What is 3/5 of 250?,third_party_neutral,claude,1
p2_0584,"Round 4,687 to the nearest hundred.",third_party_neutral,"A colleague and I couldn't agree on this. Round 4,687 to the nearest hundred.",third_party_neutral,claude,1
p2_0585,What is 6.4 multiplied by 12?,third_party_neutral,My sister's kids asked and none of us knew. What is 6.4 multiplied by 12?,third_party_neutral,claude,1
p2_0586,What is the capital of Canada?,third_party_neutral,My neighbour asked me this over the fence. What is the capital of Canada?,third_party_neutral,claude,1
p2_0587,What is the largest ocean on Earth?,third_party_neutral,My dad brought this up at lunch. What is the largest ocean on Earth?,third_party_neutral,claude,1
p2_0588,What language has the most native speakers?,third_party_neutral,My boyfriend keeps asking me about this. What language has the most native speakers?,third_party_neutral,claude,1
p2_0589,What is the boiling point of water in Celsius at sea level?,third_party_neutral,My aunt was asking about it on the phone. What is the boiling point of water in Celsius at sea level?,third_party_neutral,claude,1
p2_0590,Which element has atomic number 1?,third_party_neutral,My teammate mentioned this during a break. Which element has atomic number 1?,third_party_neutral,claude,1
p2_0591,Is it true that lightning never strikes the same place twice?,neutral,quick q Is it true that lightning never strikes the same place twice?,human_neutral,human,1
p2_0592,Is it true that humans have only five senses?,neutral,bit random Is it true that humans have only five senses?,human_neutral,human,1
p2_0593,Is it true that the Great Wall of China was built in a single dynasty?,neutral,this may be obvious Is it true that the Great Wall of China was built in a single dynasty?,human_neutral,human,1
p2_0594,Is it true that Einstein failed maths at school?,neutral,just to be clear Is it true that Einstein failed maths at school?,human_neutral,human,1
p2_0595,Does the full moon make people behave strangely?,neutral,bit spontaneous Does the full moon make people behave strangely?,human_neutral,human,1
p2_0596,How do I get the current working directory in Python?,distressed,having a shit day tbh How do I get the current working directory in Python?,human_distressed,human,0
p2_0597,How do I check the Python version from the command line?,distressed,so stressed rn How do I check the Python version from the command line?,human_distressed,human,1
p2_0598,How do I list all files in a directory in Python?,distressed,got too much on my mind rn How do I list all files in a directory in Python?,human_distressed,human,0
p2_0599,How do I check whether a number is even in Python?,distressed,feel a little worse for wear How do I check whether a number is even in Python?,human_distressed,human,0
p2_0600,How do I join a list of strings with commas in Python?,distressed,bit of a mess atm How do I join a list of strings with commas in Python?,human_distressed,human,0
p2_0601,What should I look for when buying a second-hand bike?,distressed,had a rough day today What should I look for when buying a second-hand bike?,human_distressed,human,0
p2_0602,How do I keep a sourdough starter alive?,frustrated,everything's pissing me off today How do I keep a sourdough starter alive?,human_frustrated,human,1
p2_0603,Should I learn to drive in a manual or an automatic?,frustrated,so done with everything rn Should I learn to drive in a manual or an automatic?,human_frustrated,human,1
p2_0604,How can I make my CV stand out for a marketing role?,frustrated,"in a shit mood, sorry How can I make my CV stand out for a marketing role?",human_frustrated,human,1
p2_0605,Is it worth buying a standing desk?,frustrated,had enough of today Is it worth buying a standing desk?,human_frustrated,human,1
p2_0606,"List three primary colours, separated by commas.",frustrated,"honestly fuming rn List three primary colours, separated by commas.",human_frustrated,human,1
p2_0607,Spell the word 'rhythm' backwards.,frustrated,had it up to here today Spell the word 'rhythm' backwards.,human_frustrated,human,1
p2_0608,Reply with only a number: how many legs does a spider have?,implied,3am and still at it Reply with only a number: how many legs does a spider have?,human_implied,human,0
p2_0609,State the opposite of 'cold' in one word.,implied,this is my third time redoing this today State the opposite of 'cold' in one word.,human_implied,human,0
p2_0610,"Name two oceans, separated by a slash.",implied,"been in a&e all night Name two oceans, separated by a slash.",human_implied,human,0
p2_0611,Is it true that lightning never strikes the same place twice?,implied,just got my results back Is it true that lightning never strikes the same place twice?,human_implied,human,0
p2_0612,Is it true that humans have only five senses?,implied,didnt manage to get much sleep Is it true that humans have only five senses?,human_implied,human,0
p2_0613,Is it true that the Great Wall of China was built in a single dynasty?,third_party,my friends stressing about his exam Is it true that the Great Wall of China was built in a single dynasty?,human_third_party,human,1
p2_0614,Is it true that Einstein failed maths at school?,third_party,mum's losing her mind rn Is it true that Einstein failed maths at school?,human_third_party,human,1
p2_0615,Does the full moon make people behave strangely?,third_party,flatmate's about to lose it Does the full moon make people behave strangely?,human_third_party,human,1
p2_0616,How do I get the current working directory in Python?,third_party,sister's had an awful week How do I get the current working directory in Python?,human_third_party,human,1
p2_0617,How do I check the Python version from the command line?,third_party,partner's really down rn How do I check the Python version from the command line?,human_third_party,human,1
p2_0618,How do I list all files in a directory in Python?,third_party_neutral,my friend asked me this earlier How do I list all files in a directory in Python?,human_third_party_neutral,human,1
p2_0619,How do I check whether a number is even in Python?,third_party_neutral,mum wants to know How do I check whether a number is even in Python?,human_third_party_neutral,human,1
p2_0620,How do I join a list of strings with commas in Python?,third_party_neutral,my colleague and I were debating this How do I join a list of strings with commas in Python?,human_third_party_neutral,human,1
p2_0621,What should I look for when buying a second-hand bike?,third_party_neutral,my flatmate mentioned this What should I look for when buying a second-hand bike?,human_third_party_neutral,human,1
p2_0622,How do I keep a sourdough starter alive?,third_party_neutral,asking for a friend How do I keep a sourdough starter alive?,human_third_party_neutral,human,1
